level_0,level_1,1,2,3,4
"(1, 1)","(2, 4)",-191.97930367637002,-185.5168091624049,-189.9257577059475,-187.96242890033577
"(0, 0)","(2, 4)",-187.94341667901904,-187.71069642723438,-185.2428557369076,-190.72288536375794
"(1, 0)","(2, 4)",-192.94077228317883,-187.65384113567944,-192.68903214777657,-186.44768383515657
"(2, 2)","(2, 4)",-192.37339066338694,-186.81020638265122,-187.59605322048526,-506.5
"(2, 1)","(2, 4)",-188.02403569796525,-184.83906560992654,-188.96511358261378,-187.25638169825226
"(2, 0)","(2, 4)",-191.70005752165414,-183.7453695102816,-188.44761128191786,-187.68074268394977
"(5, 10)","(3, 1)",-211.30066075587973,-204.20882911408722,-512.0,-213.8042136678673
"(1, 6)","(2, 5)",0.0,0.0,0.0,0.0
"(4, 6)","(1, 5)",-507.5,-204.15924939870075,-203.58118556867333,-206.1749190223112
"(1, 9)","(3, 2)",0.0,0.0,0.0,0.0
"(2, 5)","(3, 4)",-181.07701263785185,-175.35939998403853,-179.61971141535923,-507.0
"(1, 5)","(3, 4)",-182.68123094230484,-180.23036099531143,-182.67992526423933,-507.5
"(0, 5)","(3, 4)",-183.286287398914,-182.61515215571737,-181.58093693633737,-508.0
"(3, 5)","(3, 4)",-173.43356017885256,-172.482120349946,-506.5,-506.5
"(3, 5)","(4, 4)",-170.9691657001727,-168.8979068069318,-171.21410977058787,-506.5
"(2, 5)","(4, 4)",-176.57699905768243,-171.01176649364606,-176.04009111626868,-507.0
"(1, 5)","(4, 4)",-176.05244248703283,-174.78060594105887,-172.27091452241854,-761.25
"(0, 5)","(4, 4)",-170.01973424803816,-173.33439913648832,-174.48671705533917,-508.0
"(4, 5)","(4, 4)",-165.9468040321392,-166.83599780183056,-759.0,-164.3533638017815
"(2, 3)","(4, 4)",0.0,0.0,0.0,0.0
"(2, 4)","(3, 5)",-171.53968404909148,-171.77619740950044,-506.5,-170.84319460375315
"(1, 4)","(3, 5)",-170.99988972394465,-172.227161394292,-171.77440449701362,-170.87741296077235
"(0, 4)","(3, 5)",-171.06720157231973,-171.73184369348752,-166.56948790342173,-170.28583061950872
"(3, 4)","(3, 5)",-168.9837220377232,-169.01472347857364,-759.0,-505.0
"(2, 3)","(3, 5)",0.0,0.0,0.0,0.0
"(5, 10)","(3, 2)",-216.42520057985706,-208.9405983601804,-766.5,-217.49180725029203
"(4, 4)","(1, 3)",-212.2416697355473,-207.50630756470576,-508.5,-209.71292383713083
"(4, 12)","(4, 1)",0.0,0.0,0.0,0.0
"(1, 9)","(3, 1)",0.0,0.0,0.0,0.0
"(2, 12)","(4, 1)",0.0,0.0,0.0,0.0
"(0, 6)","(2, 4)",0.0,0.0,0.0,0.0
"(4, 5)","(1, 2)",-215.04220890538255,-213.03482207659601,-211.36835231328922,-215.48121951835634
"(3, 6)","(1, 2)",0.0,0.0,0.0,0.0
"(4, 5)","(1, 3)",-205.7206266885072,-208.05832302172854,-205.62939651958305,-206.61311138625308
"(2, 12)","(4, 2)",0.0,0.0,0.0,0.0
"(4, 2)","(1, 5)",-210.42967922178832,-212.37308658041314,-208.0966759050887,-508.5
"(4, 1)","(1, 5)",-212.19002448203076,-208.46672011632813,-209.09691215409978,-210.3379371653557
"(4, 0)","(1, 5)",-211.0159205720085,-210.09917066878006,-208.82601853224338,-208.6216428487661
"(3, 6)","(1, 3)",0.0,0.0,0.0,0.0
"(1, 6)","(1, 4)",0.0,0.0,0.0,0.0
"(0, 9)","(3, 1)",0.0,0.0,0.0,0.0
"(0, 2)","(2, 5)",-181.3543831979074,-179.97239093781025,-179.95942524802652,-181.7955904785873
"(1, 2)","(2, 5)",-183.02029195877975,-179.6341829335229,-184.49275037323488,-185.8567160228477
"(0, 1)","(2, 5)",-177.50211575240684,-183.23389423876415,-179.9275428394477,-176.01364832601303
"(1, 1)","(2, 5)",-182.85034415725556,-183.26297008100386,-179.69364941930013,-185.11162244603491
"(0, 0)","(2, 5)",-171.70113550568826,-178.3934285730444,-171.70113550568826,-175.77905002649973
"(1, 0)","(2, 5)",-173.76776536558646,-179.0099081461299,-177.50211575240684,-179.99357197363878
"(0, 6)","(2, 5)",0.0,0.0,0.0,0.0
"(5, 3)","(1, 5)",0.0,0.0,0.0,0.0
"(5, 12)","(4, 2)",0.0,0.0,0.0,0.0
"(5, 2)","(1, 5)",-207.73178963948888,-212.76129359021533,-211.3417008187887,-763.5
"(5, 1)","(1, 5)",-213.80688117981128,-208.82601853224338,-210.01045223718694,-206.1993918272992
"(5, 0)","(1, 5)",-211.70709206776507,-216.12507827876738,-209.8164014661865,-211.82850345708007
"(2, 6)","(3, 5)",0.0,0.0,0.0,0.0
"(5, 4)","(1, 2)",-217.708151912573,-219.26731945885558,-510.0,-217.9334354581594
"(1, 3)","(3, 4)",-177.42017467520492,-506.5,-176.83155974334503,-181.61383472082488
"(0, 3)","(3, 4)",-175.6078807640411,-180.4111284480777,-180.9654068834556,-178.8781381613873
"(0, 9)","(3, 2)",0.0,0.0,0.0,0.0
"(5, 6)","(1, 5)",-204.92060953804992,-206.74047281286886,-206.39705932692996,-205.66880026821562
"(5, 7)","(1, 5)",-201.11487636623315,-201.77016549008084,-204.11620814942074,-205.7194173009066
"(4, 7)","(1, 5)",-201.94189393188537,-203.5389152410794,-204.63496519225026,-205.26967522758798
"(3, 7)","(1, 5)",-200.3568324641044,-204.68014634367734,-761.25,-197.20221292789466
"(2, 7)","(1, 5)",-194.82285917329764,-198.63773551419945,-507.0,-200.54141695579466
"(1, 7)","(1, 5)",-189.87012424562286,-196.84071567837594,-506.5,-194.56663116029216
"(0, 7)","(1, 5)",-189.86985596191943,-187.28787924262147,-507.0,-190.60603866098077
"(3, 6)","(4, 5)",0.0,0.0,0.0,0.0
"(5, 5)","(1, 2)",-216.8591913143129,-210.70563708105226,-214.36256826594118,-205.4790040219686
"(4, 6)","(1, 2)",-510.5,-206.58786632259233,-209.87792150170424,-207.9088629177192
"(5, 12)","(4, 1)",0.0,0.0,0.0,0.0
"(3, 2)","(2, 4)",-185.98337183628,-187.11817604427114,-189.6318584421316,-507.0
"(3, 1)","(2, 4)",-188.2959828057831,-183.81739797266778,-185.3774791589348,-185.7319448475586
"(3, 0)","(2, 4)",-183.55166166963187,-180.03867507759117,-185.1146051736448,-186.60763245384607
"(3, 12)","(3, 1)",0.0,0.0,0.0,0.0
"(3, 5)","(1, 4)",-171.24887969077827,-173.96855023737294,-176.95143348006872,-508.5
"(2, 4)","(1, 4)",-183.32580623663586,-180.5577712855686,-761.25,-181.804148086698
"(3, 4)","(1, 4)",-177.93513491177396,-179.58156563826103,-508.0,-177.36099784844404
"(1, 12)","(4, 2)",-225.25990723329983,-512.0,-227.83686076799054,-218.35001867775495
"(0, 12)","(4, 2)",-212.3771822786508,-222.12842178375072,-213.36913111015187,-213.64854066682213
"(1, 6)","(2, 4)",0.0,0.0,0.0,0.0
"(4, 8)","(1, 5)",-202.85754736139307,-198.39503365434024,-200.8626927779036,-764.25
"(3, 8)","(1, 5)",-194.27920069237916,-198.35376525218715,-201.1744029836582,-196.56831864410842
"(2, 8)","(1, 5)",-193.44778196778935,-199.03956732392805,-196.10328187674602,-508.5
"(1, 8)","(1, 5)",-188.20051738929567,-197.88229666773748,-193.34163489622648,-762.0
"(0, 8)","(1, 5)",-188.44761128191786,-190.91915394908966,-187.23504926327587,-762.75
"(5, 8)","(1, 5)",-201.42940821294616,-198.38471760563118,-200.40649045502195,-510.0
"(3, 5)","(2, 4)",-171.31734144373485,-171.71897171876145,-175.28152687077824,-507.5
"(2, 4)","(2, 3)",0.0,0.0,0.0,0.0
"(1, 9)","(1, 1)",0.0,0.0,0.0,0.0
"(3, 4)","(2, 5)",-177.9535902309414,-171.28216981276452,-507.0,-170.72167942062924
"(2, 6)","(3, 4)",0.0,0.0,0.0,0.0
"(3, 12)","(3, 2)",0.0,0.0,0.0,0.0
"(5, 5)","(1, 3)",-210.02053733949816,-208.82601853224338,-206.2011411252948,-203.6754387902094
"(5, 4)","(1, 3)",-209.54726828557665,-206.89279401760302,-509.0,-203.89541097659406
"(4, 6)","(1, 3)",-509.5,-199.32218781896506,-197.11081764436844,-199.26132321250043
"(1, 9)","(2, 2)",0.0,0.0,0.0,0.0
"(5, 11)","(3, 1)",-215.98353815102996,-212.3771822786508,-208.71852637572462,-513.5
"(2, 12)","(3, 1)",0.0,0.0,0.0,0.0
"(5, 6)","(1, 2)",-206.24611787735302,-198.43276217103556,-197.82573757621344,-208.6763306110068
"(5, 7)","(1, 2)",-206.3079329573062,-202.03855307086366,-206.76668511532256,-203.258286707055
"(4, 7)","(1, 2)",-200.07629316173666,-200.91461329587713,-200.71045438656887,-203.57050500802927
"(3, 7)","(1, 2)",-193.77448663018436,-197.75078695814017,-510.5,-197.65905919250213
"(2, 7)","(1, 2)",-200.67233592124418,-193.2300545568674,-765.0,-199.5686224198039
"(1, 7)","(1, 2)",-200.75941029148004,-199.2954826428641,-764.25,-205.57218891268514
"(0, 7)","(1, 2)",-200.31799142330303,-202.16791888170906,-510.0,-207.81048349704008
"(5, 8)","(1, 2)",-199.4027291308305,-204.20882911408722,-208.23395726772765,-513.0
"(4, 8)","(1, 2)",-201.5561520440683,-203.6848886650209,-194.05580713934305,-512.5
"(3, 8)","(1, 2)",-197.58524105030114,-199.69990171348093,-196.67829453419841,-189.6435949945096
"(2, 8)","(1, 2)",-202.7229888686897,-202.6638383970007,-196.20001107413424,-511.5
"(1, 8)","(1, 2)",-204.30849093763334,-205.69083648954364,-201.16293587475306,-511.0
"(0, 8)","(1, 2)",-199.85622451843335,-206.41315103184758,-201.6861297495292,-511.5
"(1, 12)","(4, 1)",-199.56087594754933,-513.0,-219.03744594068047,-202.32424137881765
"(0, 12)","(4, 1)",-202.80688730868195,-199.48740433779815,-202.43097140727167,-201.28993003141926
"(3, 10)","(2, 2)",-195.06964567131502,-198.68228810075527,-202.33698900215074,-201.2176767389334
"(2, 10)","(2, 2)",-189.54778749186232,-200.33329218336857,-510.5,-191.44104611881383
"(1, 10)","(2, 2)",-184.77707211655806,-193.1527297404885,-766.5,-186.81535521121856
"(0, 10)","(2, 2)",-173.83447483601304,-186.27934438133738,-511.5,-176.6968089000123
"(4, 10)","(2, 2)",-199.10022061187493,-195.15455047635518,-511.5,-203.85860089503512
"(3, 11)","(2, 2)",-196.56623561440267,-199.87600003176905,-195.18879162067512,-768.75
"(2, 11)","(2, 2)",-189.92802529467596,-189.85758715328652,-192.54957628452956,-512.0
"(1, 11)","(2, 2)",-181.11107809443632,-181.02090811795915,-187.08423648445086,-177.06811676725047
"(0, 11)","(2, 2)",-175.59355587229174,-176.0828134448385,-173.64872592025705,-174.4413867929552
"(4, 11)","(2, 2)",-201.86871195780463,-193.1960312924993,-201.55231790694012,-513.0
"(3, 6)","(4, 4)",0.0,0.0,0.0,0.0
"(5, 11)","(3, 2)",-218.39431855494837,-207.06027356977617,-208.93797058807348,-512.5
"(2, 12)","(3, 2)",0.0,0.0,0.0,0.0
"(1, 9)","(2, 1)",0.0,0.0,0.0,0.0
"(1, 3)","(3, 5)",-165.624920217971,-506.5,-168.00428984057334,-165.39892020866802
"(0, 3)","(3, 5)",-160.74139939158965,-166.7355182439166,-165.8677171398644,-164.44510012306839
"(4, 5)","(3, 4)",-171.9412920026982,-170.40605343022034,-171.6032156048617,-167.94292813100878
"(5, 5)","(3, 4)",-172.0260544068051,-170.64264335326493,-169.54537986873945,-170.67971395033277
"(5, 6)","(3, 4)",-167.12892356630567,-170.01973424803816,-170.57825143685574,-168.6539470741539
"(4, 6)","(3, 4)",-506.5,-165.36767185894303,-168.626683651394,-165.32713907237564
"(3, 6)","(3, 4)",0.0,0.0,0.0,0.0
"(2, 6)","(2, 4)",0.0,0.0,0.0,0.0
"(2, 2)","(2, 5)",-181.8332576754624,-183.07840776605963,-178.1445259051662,-506.5
"(2, 1)","(2, 5)",-184.6575937106578,-181.2003687409104,-181.84888665985454,-181.89275604343462
"(2, 0)","(2, 5)",-176.38089398072583,-179.11049928799628,-174.22551075166572,-181.35973820262058
"(2, 5)","(2, 6)",0.0,0.0,0.0,0.0
"(4, 2)","(2, 4)",-188.43816400355516,-186.44351022054798,-184.47395840055395,-507.5
"(4, 1)","(2, 4)",-185.62802692507577,-183.91883305691255,-179.6593431290846,-186.36472930967335
"(4, 0)","(2, 4)",-180.38083955087706,-186.0518763749754,-179.84262982815983,-180.73030415400606
"(3, 3)","(2, 4)",0.0,0.0,0.0,0.0
"(2, 3)","(4, 5)",0.0,0.0,0.0,0.0
"(0, 9)","(2, 1)",0.0,0.0,0.0,0.0
"(0, 13)","(4, 2)",-208.08596526956205,-209.96566845284352,-221.01638677359443,-208.08596526956205
"(1, 13)","(4, 2)",-219.99902371029106,-216.92797077532947,-214.7146707938653,-212.3771822786508
"(3, 10)","(2, 1)",-211.2896270959553,-219.67101725445065,-213.31588301104546,-220.65922249578216
"(2, 10)","(2, 1)",-205.63087491821813,-217.6547425902304,-895.125,-206.17020009381406
"(1, 10)","(2, 1)",-204.76549068287886,-206.50612745934305,-512.0,-209.44894578303393
"(0, 10)","(2, 1)",-200.37907766698572,-209.75735332692517,-512.5,-205.4692673643351
"(4, 10)","(2, 1)",-211.6359375041264,-220.93289704863594,-512.5,-217.51264280654524
"(3, 11)","(2, 1)",-221.37949484305162,-220.86788908077847,-217.41787992996166,-513.5
"(2, 11)","(2, 1)",-213.44407182580483,-217.84482149936017,-208.5042595778878,-513.0
"(1, 11)","(2, 1)",-208.91661070474953,-209.13626393275115,-207.99138491986523,-199.04638154038656
"(0, 11)","(2, 1)",-208.03103247591937,-203.3635816716382,-208.71139035458012,-210.06768773902388
"(4, 11)","(2, 1)",-225.4968198310518,-215.67947757240808,-219.86548070275808,-514.0
"(0, 2)","(3, 4)",-179.9818412360592,-174.95525455016235,-180.73886009647612,-179.02129126137368
"(1, 2)","(3, 4)",-178.97750405798126,-176.18076246847562,-176.0573695549945,-174.93124432447988
"(0, 1)","(3, 4)",-177.50211575240684,-173.63992446816758,-179.3260574112545,-176.9173295268213
"(1, 1)","(3, 4)",-177.07067726542928,-172.85350993486367,-175.68143293472502,-176.06456933230393
"(0, 0)","(3, 4)",-171.70113550568826,-170.218889107366,-171.70113550568826,-175.08775494555954
"(1, 0)","(3, 4)",-172.43584141416346,-175.07229665757572,-169.85137261548428,-176.55951845883575
"(2, 2)","(3, 4)",-178.13715275196233,-172.47927001816444,-173.9405050037532,-506.5
"(2, 1)","(3, 4)",-175.96827001124754,-173.14666057352088,-173.72288701055498,-172.20908166795593
"(2, 0)","(3, 4)",-177.15760617805006,-175.39535273727535,-173.639765270414,-174.69512090855017
"(1, 6)","(3, 4)",0.0,0.0,0.0,0.0
"(1, 6)","(3, 5)",0.0,0.0,0.0,0.0
"(2, 13)","(4, 2)",-220.5673834417622,-214.02072613931028,-512.0,-215.68778496851678
"(3, 13)","(4, 2)",-214.67900086063597,-206.94345679855206,-511.5,-203.91159337219216
"(5, 9)","(1, 5)",0.0,0.0,0.0,0.0
"(5, 5)","(4, 4)",-164.9866955235309,-160.88317036531242,-163.64703345154842,-162.42647530083912
"(4, 4)","(4, 3)",0.0,0.0,0.0,0.0
"(4, 9)","(1, 5)",0.0,0.0,0.0,0.0
"(5, 9)","(1, 2)",0.0,0.0,0.0,0.0
"(4, 5)","(2, 4)",-164.41320038429438,-165.48374947810063,-170.73116197235504,-165.74160188911142
"(3, 4)","(2, 4)",-177.83107813011065,-173.25864493782143,-507.0,-175.67364065282305
"(2, 6)","(1, 4)",0.0,0.0,0.0,0.0
"(4, 4)","(3, 5)",-168.2812910858592,-164.6603584652447,-506.5,-163.81985274563522
"(3, 3)","(3, 5)",0.0,0.0,0.0,0.0
"(4, 4)","(1, 4)",-178.5666728095179,-175.4018112809605,-762.75,-176.1216209401885
"(3, 9)","(1, 5)",-508.5,-509.5,-194.1861102929684,-194.24389122338494
"(2, 9)","(1, 5)",0.0,0.0,0.0,0.0
"(5, 10)","(2, 2)",-193.1448600770448,-192.67219006440928,-768.0,-195.8911525398005
"(0, 9)","(2, 2)",0.0,0.0,0.0,0.0
"(0, 6)","(3, 4)",0.0,0.0,0.0,0.0
"(1, 3)","(4, 4)",-170.80298744269874,-506.5,-168.14455326564325,-165.87939892425584
"(0, 3)","(4, 4)",-170.01973424803816,-168.6127268651017,-170.38960105932028,-169.91516146312546
"(5, 6)","(1, 3)",-194.44862558317396,-200.31799142330303,-205.9470615236633,-194.88086327529373
"(5, 7)","(1, 3)",-194.19297465521504,-199.85622451843335,-191.02883495507726,-199.68380629712058
"(4, 7)","(1, 3)",-190.28258439403004,-198.48225018530576,-191.4287055037837,-198.01417454347228
"(3, 7)","(1, 3)",-188.2378869369957,-188.7002128293672,-509.5,-186.54441597670788
"(2, 7)","(1, 3)",-186.10986781668618,-189.0292129828476,-509.0,-181.79051909639728
"(1, 7)","(1, 3)",-188.28853679064935,-181.28915029038677,-508.5,-186.7610875707168
"(0, 7)","(1, 3)",-181.24008747822649,-181.49687529161864,-509.0,-185.57494617587014
"(5, 8)","(1, 3)",-196.77936746755563,-198.43276217103556,-192.51458018179449,-512.0
"(4, 8)","(1, 3)",-190.68059609457558,-188.5143604509454,-195.98843651111076,-511.5
"(3, 8)","(1, 3)",-176.39808585726223,-179.56790406780246,-183.61816038462138,-181.2302714884607
"(2, 8)","(1, 3)",-179.095412949155,-181.14360508298802,-184.00387216503364,-510.5
"(1, 8)","(1, 3)",-181.6703598489633,-185.6625074640662,-186.45296134596975,-510.0
"(0, 8)","(1, 3)",-181.68747683493945,-186.97823718831893,-181.18774836360188,-510.5
"(3, 2)","(2, 5)",-179.53099704651947,-184.3524910495318,-183.34639207269132,-507.0
"(3, 1)","(2, 5)",-182.96021312442275,-182.95997538132093,-177.96838719020752,-180.79297304100703
"(3, 0)","(2, 5)",-175.68713657724732,-178.38614628901277,-177.50211575240684,-177.5004872071952
"(4, 12)","(3, 2)",0.0,0.0,0.0,0.0
"(4, 5)","(1, 4)",-169.28516860863243,-167.19499128251456,-172.74914797380455,-171.8153135008825
"(5, 5)","(1, 4)",-162.42193755451487,-163.51872915144548,-169.5323867596698,-167.4306608521246
"(3, 6)","(1, 4)",0.0,0.0,0.0,0.0
"(2, 6)","(4, 5)",0.0,0.0,0.0,0.0
"(3, 6)","(2, 4)",0.0,0.0,0.0,0.0
"(3, 10)","(1, 1)",-180.4766859763582,-184.3095776822534,-195.51428915209334,-177.43106635799217
"(2, 10)","(1, 1)",-178.46797281752384,-172.32831532432402,-512.5,-174.18219667246922
"(1, 10)","(1, 1)",-172.59306155678235,-177.2821761712584,-512.0,-167.04230767732074
"(0, 10)","(1, 1)",-164.02179851250975,-169.26539489165603,-768.75,-170.88783116627792
"(4, 10)","(1, 1)",-176.9482844750022,-180.57868425125503,-513.5,-182.21465806768725
"(3, 11)","(1, 1)",-166.19987916344172,-173.84311251183942,-179.132424379969,-514.5
"(2, 11)","(1, 1)",-175.37413721773768,-168.37576038491974,-165.324128982157,-514.0
"(1, 11)","(1, 1)",-172.0990394694485,-169.39955288864164,-163.3501011826075,-163.664896584171
"(0, 11)","(1, 1)",-170.33032922452935,-164.98617801742427,-175.2473237889908,-166.32067268363255
"(5, 4)","(1, 4)",-176.05721906649345,-169.85137261548428,-509.0,-171.974128969028
"(4, 13)","(4, 2)",-201.86800770106842,-196.01589324833108,-511.0,-198.43276217103556
"(1, 13)","(4, 1)",-195.58978994908813,-189.29374961614081,-189.53462898233795,-189.75566563686627
"(0, 13)","(4, 1)",-196.5326536953258,-186.54147248447157,-187.56238010550467,-182.94739064856861
"(2, 13)","(4, 1)",-185.52058809408402,-179.44486501618942,-513.0,-182.9786775784067
"(3, 13)","(4, 1)",-176.60923079448938,-186.1510711542424,-768.75,-176.2016895199472
"(5, 9)","(1, 3)",0.0,0.0,0.0,0.0
"(5, 10)","(2, 1)",-216.14470130943707,-220.54553544321425,-513.0,-224.71244763789952
"(4, 9)","(1, 2)",0.0,0.0,0.0,0.0
"(3, 12)","(2, 1)",0.0,0.0,0.0,0.0
"(3, 4)","(3, 3)",0.0,0.0,0.0,0.0
"(0, 2)","(3, 5)",-167.0608148257947,-171.2297098231873,-169.22969186922805,-165.11815448169642
"(1, 2)","(3, 5)",-168.0774728626726,-166.43231055316897,-172.84371447378274,-166.57573433282766
"(0, 1)","(3, 5)",-162.16218353315003,-169.0344519500475,-164.33822410399904,-169.62709352369967
"(1, 1)","(3, 5)",-170.22589805662722,-170.92248631168812,-167.80144002437353,-168.17503012223676
"(0, 0)","(3, 5)",-163.51872915144548,-166.66516611346327,-163.51872915144548,-161.31808044830308
"(1, 0)","(3, 5)",-164.16575620991046,-172.1563495843966,-169.85137261548428,-167.94282424623464
"(0, 6)","(3, 5)",0.0,0.0,0.0,0.0
"(2, 6)","(4, 4)",0.0,0.0,0.0,0.0
"(4, 12)","(3, 1)",0.0,0.0,0.0,0.0
"(4, 4)","(2, 5)",-164.66524026039463,-163.38659664997056,-761.25,-168.5758142110878
"(3, 3)","(2, 5)",0.0,0.0,0.0,0.0
"(5, 2)","(2, 4)",-182.86775040505688,-185.1146051736448,-188.11108975257116,-508.0
"(5, 1)","(2, 4)",-187.17530150721387,-187.94341667901904,-182.94514421566373,-184.31751573727456
"(5, 0)","(2, 4)",-182.53013327159988,-181.24008747822649,-181.24008747822649,-186.32966463504332
"(4, 3)","(2, 4)",0.0,0.0,0.0,0.0
"(5, 4)","(4, 5)",-144.09457155269206,-148.82149637571274,-885.5,-145.36089069272498
"(4, 3)","(4, 5)",0.0,0.0,0.0,0.0
"(4, 9)","(1, 3)",0.0,0.0,0.0,0.0
"(3, 5)","(3, 6)",0.0,0.0,0.0,0.0
"(1, 12)","(3, 1)",-192.70149937570864,-513.0,-196.50367074701154,-195.80445927543568
"(0, 12)","(3, 1)",-189.75566563686627,-200.05824894323555,-186.8850649826931,-190.81422496564656
"(3, 2)","(3, 4)",-174.05679189990906,-173.72968466850745,-177.44831132422166,-759.0
"(3, 1)","(3, 4)",-175.6481984658368,-176.44424323426335,-172.09958979350432,-172.773161717184
"(3, 0)","(3, 4)",-176.5035844716882,-176.82453353407212,-170.01973424803816,-175.30756369060254
"(4, 4)","(2, 4)",-174.68638922883383,-170.02925177398447,-507.5,-167.88823004365878
"(1, 3)","(4, 5)",-155.7083730924969,-506.5,-157.28471608311793,-161.26647898665806
"(0, 3)","(4, 5)",-156.6195138991825,-156.98077210757373,-158.46619392914005,-153.70875626070216
"(3, 12)","(2, 2)",0.0,0.0,0.0,0.0
"(4, 6)","(4, 4)",-506.5,-159.78410942669706,-164.5802289788886,-159.06136247496846
"(3, 5)","(2, 5)",-194.50243982560283,-167.1311794737536,-173.70457380470623,-506.5
"(1, 6)","(1, 5)",0.0,0.0,0.0,0.0
"(3, 9)","(1, 3)",-765.75,-767.25,-173.07844100026165,-169.17138166508346
"(2, 9)","(1, 3)",0.0,0.0,0.0,0.0
"(5, 5)","(2, 4)",-169.33809290460238,-167.0608148257947,-168.60552146073144,-164.300835799055
"(5, 4)","(2, 4)",-168.23902392903403,-170.01973424803816,-508.0,-172.0620939905155
"(2, 2)","(3, 5)",-167.42099348931458,-169.28727805376684,-172.54815784923943,-506.5
"(2, 1)","(3, 5)",-169.18533739367683,-172.96221969798748,-171.25466787011283,-169.63886488602606
"(2, 0)","(3, 5)",-169.89250307812773,-168.7409120478718,-167.0608148257947,-173.70896354081574
"(3, 2)","(3, 5)",-171.28326924017443,-168.40046081852813,-166.11651087868142,-506.0
"(3, 1)","(3, 5)",-170.98656881258592,-171.87197332255687,-168.03699174210885,-168.18432456272507
"(3, 0)","(3, 5)",-166.67987832086,-167.49535859861632,-167.92183814934828,-170.4806199880885
"(4, 4)","(3, 4)",-173.46297032804432,-170.66681887745318,-506.5,-169.18291604837913
"(4, 6)","(1, 4)",-508.5,-162.7876901737821,-164.04522571115737,-167.9610760671054
"(1, 12)","(3, 2)",-195.6940391833743,-512.0,-191.34099058985115,-184.5657365196484
"(0, 12)","(3, 2)",-188.32068107234744,-191.0625214113784,-200.24121167169665,-185.0728226570256
"(5, 4)","(3, 4)",-173.08511139954214,-170.2311057911619,-507.0,-170.31314876620746
"(4, 3)","(3, 4)",0.0,0.0,0.0,0.0
"(4, 13)","(4, 1)",-180.38171486971032,-188.57393453204315,-512.0,-181.07757795418019
"(1, 6)","(4, 4)",0.0,0.0,0.0,0.0
"(3, 9)","(1, 2)",-511.5,-512.5,-189.46637654290117,-176.31991811305718
"(2, 9)","(1, 2)",0.0,0.0,0.0,0.0
"(4, 5)","(4, 6)",-144.07146297154446,-144.15603437907782,-142.0380143997951,-130.06670047641745
"(3, 5)","(4, 6)",-138.6872167539818,-137.46611407390458,-137.41797901670753,-504.5
"(2, 5)","(4, 6)",-136.46307265716857,-140.6106738342186,-137.44279887288346,-505.0
"(1, 5)","(4, 6)",-134.03622290101205,-135.77047411194113,-135.29634280477495,-505.5
"(0, 5)","(4, 6)",-135.7369120459582,-136.2215358016614,-132.36028779510485,-759.0
"(5, 5)","(4, 6)",-137.06790309342756,-139.61580808530385,-138.314605581945,-137.8088700204452
"(4, 4)","(4, 6)",-137.7432679841152,-136.71144255507798,-505.5,-136.85698143713466
"(3, 4)","(4, 6)",-136.27641232996294,-134.94151273761793,-506.0,-135.78925463852173
"(2, 4)","(4, 6)",-133.60745890499643,-134.13735689110132,-506.5,-138.78615351294604
"(1, 4)","(4, 6)",-133.49683637925813,-132.2428056540394,-131.57654963100796,-132.99219448710141
"(0, 4)","(4, 6)",-133.54532761553537,-132.54738753237046,-129.46128958129484,-134.9677277685393
"(5, 4)","(4, 6)",-137.8500411818222,-137.9731347380929,-506.0,-135.32537762464486
"(4, 3)","(4, 6)",0.0,0.0,0.0,0.0
"(0, 2)","(4, 4)",-167.0608148257947,-166.2996175160285,-168.20033384294277,-168.18813739355943
"(1, 2)","(4, 4)",-166.96629851752584,-163.27394633634862,-167.15696568199647,-163.67596111812648
"(0, 1)","(4, 4)",-160.3452125010825,-166.56282530735837,-164.80899936423515,-164.58187425541072
"(1, 1)","(4, 4)",-166.99665289613407,-166.22962398599793,-166.51140634907918,-166.42896415998342
"(0, 0)","(4, 4)",-163.51872915144548,-165.9119520619547,-163.51872915144548,-162.2385649190616
"(1, 0)","(4, 4)",-162.8631480488119,-167.59656814859807,-162.16218353315003,-167.42793990661903
"(2, 2)","(4, 4)",-161.24950619421332,-158.33352099582214,-163.0898874967588,-506.5
"(2, 1)","(4, 4)",-164.44421695352554,-161.7394311415863,-166.76966635558824,-161.64559761310292
"(2, 0)","(4, 4)",-167.33560160960099,-166.583219896902,-167.0608148257947,-165.62329627771322
"(0, 6)","(4, 4)",0.0,0.0,0.0,0.0
"(5, 4)","(3, 5)",-165.3723562274697,-164.55387516699687,-760.5,-162.02270570146828
"(4, 3)","(3, 5)",0.0,0.0,0.0,0.0
"(5, 12)","(3, 2)",0.0,0.0,0.0,0.0
"(0, 9)","(1, 1)",0.0,0.0,0.0,0.0
"(4, 5)","(3, 5)",-164.29221283432722,-162.05335900753082,-160.3056882119575,-163.51044955272664
"(4, 5)","(2, 5)",-169.56541716774922,-165.01428999504978,-164.35319837291016,-164.78062840985518
"(3, 6)","(2, 5)",0.0,0.0,0.0,0.0
"(4, 6)","(2, 4)",-507.5,-160.4082992494818,-163.9291598233329,-157.99911199312288
"(5, 3)","(3, 4)",0.0,0.0,0.0,0.0
"(5, 4)","(2, 5)",-161.0006586216424,-163.33641632968659,-508.0,-164.65553053921764
"(4, 3)","(2, 5)",0.0,0.0,0.0,0.0
"(5, 3)","(2, 4)",0.0,0.0,0.0,0.0
"(5, 4)","(4, 4)",-164.24181612604383,-163.01795443961822,-506.0,-161.1719663687984
