level_0,level_1,1,2,3,4
"(2, 6)","(1, 3)",0.0,0.0,0.0,0.0
"(0, 2)","(2, 4)",-640.6667904367177,-641.8219426893405,-640.6937283827931,-643.3298938582107
"(1, 2)","(2, 4)",-640.3470179457538,-642.2291069768376,-640.5688703307958,-641.8370250255766
"(0, 1)","(2, 4)",-641.9666184130222,-640.0686658157756,-643.0056669762191,-639.4971480262665
"(1, 1)","(2, 4)",-642.4258314410756,-640.088079144096,-640.0746463125074,-643.5161488896258
"(0, 0)","(2, 4)",-645.3255380353571,-645.5057256361913,-640.559065922837,-640.21176915199
"(1, 0)","(2, 4)",-640.3168169844422,-641.6592456357853,-641.6448479726948,-644.7606655137804
"(2, 5)","(3, 4)",-647.7407035145625,-667.2223925533405,-648.0320945181829,-760.5
"(1, 5)","(3, 4)",-644.7977692716731,-645.9179068750136,-643.2478597588441,-888.125
"(0, 5)","(3, 4)",-642.2913870941677,-643.0620032866698,-647.6601085537186,-952.5
"(1, 6)","(2, 5)",0.0,0.0,0.0,0.0
"(3, 9)","(1, 1)",-768.75,-962.8125,-717.2347076258973,-717.1767797650913
"(2, 9)","(1, 1)",0.0,0.0,0.0,0.0
"(5, 11)","(4, 2)",-754.264579489859,-749.5595449689475,-755.8512423532131,-767.25
"(5, 11)","(4, 1)",-735.8177121127299,-730.8469639955418,-732.9893154364522,-768.75
"(4, 12)","(4, 1)",0.0,0.0,0.0,0.0
"(5, 10)","(3, 2)",-727.6995511611726,-727.2631631493058,-766.5,-732.0045729520615
"(1, 9)","(3, 2)",0.0,0.0,0.0,0.0
"(1, 9)","(2, 1)",0.0,0.0,0.0,0.0
"(4, 6)","(1, 5)",-761.25,-584.3406488836255,-587.7178395966073,-573.0683032548664
"(2, 2)","(2, 4)",-642.118587331443,-641.0666901709504,-642.8715682869397,-949.6875
"(2, 1)","(2, 4)",-642.7707058267206,-640.6018773596372,-640.5104547626811,-640.6733819288082
"(2, 0)","(2, 4)",-641.6903287634418,-641.0394847646883,-641.6976411516655,-642.0022603215821
"(1, 6)","(2, 4)",0.0,0.0,0.0,0.0
"(2, 4)","(3, 5)",-306.4879593082885,-308.43309253754137,-886.375,-311.80995722724094
"(1, 4)","(3, 5)",-305.03576204486967,-309.68994937045386,-315.2857547850033,-310.5068119560135
"(0, 4)","(3, 5)",-304.88685437578,-308.76489640152363,-304.2011167047205,-309.32216023447995
"(3, 4)","(3, 5)",-308.9703958924664,-305.49437661888976,-506.0,-505.0
"(2, 3)","(3, 5)",0.0,0.0,0.0,0.0
"(4, 4)","(1, 3)",-714.3443048641924,-785.567950519481,-762.75,-710.2483153273073
"(0, 6)","(2, 4)",0.0,0.0,0.0,0.0
"(1, 9)","(3, 1)",0.0,0.0,0.0,0.0
"(1, 6)","(1, 4)",0.0,0.0,0.0,0.0
"(4, 2)","(1, 5)",-603.607028727105,-599.4676253668076,-599.1565769258762,-762.75
"(4, 1)","(1, 5)",-600.6928911958885,-603.2430066858094,-607.1652342137779,-600.8519697470149
"(4, 0)","(1, 5)",-603.2415436530416,-606.5168703459819,-601.1901206738255,-606.8478914456141
"(2, 6)","(1, 2)",0.0,0.0,0.0,0.0
"(0, 2)","(2, 5)",-297.2343673319023,-301.37285452408037,-293.6584646788996,-302.1026526488629
"(1, 2)","(2, 5)",-298.63853115377674,-299.85180329757384,-303.1807428016929,-299.16964295496626
"(0, 1)","(2, 5)",-293.0274763016681,-297.0659053182276,-294.55587730131117,-296.5089762991704
"(1, 1)","(2, 5)",-302.4582341531527,-302.41242429524095,-300.5787112294064,-299.17627342936504
"(0, 0)","(2, 5)",-297.19229882629236,-302.0861152632174,-297.19229882629236,-297.8367216909863
"(1, 0)","(2, 5)",-302.1148472647486,-298.4688092799632,-301.86511986075743,-304.61687177695717
"(0, 6)","(2, 5)",0.0,0.0,0.0,0.0
"(5, 2)","(1, 5)",-599.7189353100121,-601.901232329598,-604.2437289501291,-763.5
"(5, 1)","(1, 5)",-605.9345988912951,-604.6772102539935,-604.8392536037226,-602.1352269447083
"(5, 0)","(1, 5)",-602.5110748939805,-599.0517987654257,-599.0517987654257,-605.7813267781542
"(4, 5)","(1, 3)",-712.4564231635114,-702.8434209645798,-705.609087530282,-704.4694234385111
"(3, 6)","(1, 3)",0.0,0.0,0.0,0.0
"(2, 6)","(3, 5)",0.0,0.0,0.0,0.0
"(0, 9)","(3, 1)",0.0,0.0,0.0,0.0
"(5, 4)","(1, 3)",-708.8243730851335,-700.4643321856136,-890.75,-700.4336247209842
"(3, 10)","(2, 1)",-720.3636692744794,-723.7846865300717,-729.2117062626241,-726.8050247759234
"(2, 10)","(2, 1)",-710.5443071076404,-714.8461818386737,-767.25,-715.8834603595722
"(1, 10)","(2, 1)",-702.9246736945622,-704.1739901480555,-768.0,-712.2280476614468
"(0, 10)","(2, 1)",-707.2892614214784,-698.2988205975938,-768.75,-704.0537349106494
"(4, 10)","(2, 1)",-721.8717485167733,-721.4755984512967,-768.75,-725.4905420254863
"(3, 11)","(2, 1)",-721.4964543427147,-719.1098055712031,-726.2656245531396,-898.625
"(2, 11)","(2, 1)",-715.4356290146025,-716.2331115220521,-710.8425210107139,-769.5
"(1, 11)","(2, 1)",-707.8692053256357,-706.8920165079094,-711.0759389673906,-724.3397942610018
"(0, 11)","(2, 1)",-697.1956443074288,-696.0708345224095,-702.4230207529372,-696.2885825799186
"(4, 11)","(2, 1)",-724.3863037331062,-717.1649504066204,-719.354338829412,-771.0
"(3, 5)","(4, 4)",-575.0301789448102,-561.5842780378507,-562.2166569523301,-759.75
"(2, 5)","(4, 4)",-610.5359420899124,-611.0202203189231,-610.1115642079752,-760.5
"(1, 5)","(4, 4)",-608.5019523530675,-608.7277270730604,-608.5130462527717,-888.125
"(0, 5)","(4, 4)",-606.9963583517517,-609.3569737904008,-605.7796843418747,-889.0
"(4, 5)","(4, 4)",-560.0928470897304,-561.7311688771474,-885.5,-560.0904795612037
"(2, 3)","(4, 4)",0.0,0.0,0.0,0.0
"(4, 5)","(1, 2)",-753.7348473859503,-746.5663768216452,-746.7694377226119,-747.9446043132155
"(3, 6)","(1, 2)",0.0,0.0,0.0,0.0
"(3, 2)","(2, 4)",-640.5807473042935,-638.6546342214682,-639.362688793093,-760.5
"(3, 1)","(2, 4)",-637.6832227224463,-637.6315788771208,-640.4293570134244,-637.6498594010388
"(3, 0)","(2, 4)",-642.0480921581859,-642.5206537654497,-641.3270757600375,-638.2602181854988
"(5, 5)","(1, 3)",-701.0148540041907,-703.3533471673848,-701.7437908405684,-697.5478265682696
"(4, 6)","(1, 3)",-891.625,-695.4581091490445,-695.35074678813,-696.4179181786031
"(3, 12)","(3, 1)",0.0,0.0,0.0,0.0
"(2, 12)","(4, 1)",0.0,0.0,0.0,0.0
"(5, 10)","(2, 1)",-725.1222686725828,-721.2324924620634,-769.5,-720.4892580952738
"(1, 9)","(2, 2)",0.0,0.0,0.0,0.0
"(3, 5)","(1, 4)",-619.7912971760354,-617.0930479633009,-616.2131116379325,-889.875
"(2, 4)","(1, 4)",-621.1954449796929,-622.4921090583532,-888.125,-621.8151038978617
"(3, 4)","(1, 4)",-620.948110555519,-617.7822696017199,-889.0,-619.7536841966971
"(3, 5)","(2, 4)",-634.1362264558467,-632.1462474973493,-697.6140055294559,-951.5625
"(2, 4)","(2, 3)",0.0,0.0,0.0,0.0
"(5, 4)","(1, 2)",-753.527783079001,-744.7272551989324,-765.0,-748.8032478927323
"(5, 5)","(1, 2)",-742.2668486832326,-742.2233592430684,-749.3884701711025,-746.4640542305197
"(4, 6)","(1, 2)",-765.75,-743.5994875955499,-739.370699614632,-739.0444366138781
"(3, 12)","(3, 2)",0.0,0.0,0.0,0.0
"(5, 6)","(1, 3)",-693.6611736596813,-692.9100066980716,-698.0155176463952,-692.6817040415724
"(5, 7)","(1, 3)",-690.8435186659497,-690.9011094778327,-691.1761961605978,-686.4699180899167
"(4, 7)","(1, 3)",-669.9356269676399,-688.8928399402896,-686.55575607305,-687.5404247219058
"(3, 7)","(1, 3)",-676.8935917462501,-679.6650498560148,-764.25,-617.822520408072
"(2, 7)","(1, 3)",-672.7864321506048,-672.0647341723379,-763.5,-671.1977040163968
"(1, 7)","(1, 3)",-668.8761491527459,-668.3643353414709,-889.875,-678.6549880958523
"(0, 7)","(1, 3)",-671.5382861649284,-672.2692626351609,-763.5,-672.3082023532622
"(5, 8)","(1, 3)",-686.4663019171112,-684.016211134702,-686.9245592002788,-768.0
"(4, 8)","(1, 3)",-639.1043502596938,-686.0010637731084,-683.1000169240558,-767.25
"(3, 8)","(1, 3)",-670.1579625051404,-675.5823494193478,-670.8103142600603,-580.0060560026736
"(2, 8)","(1, 3)",-677.479043002184,-626.8317462291647,-673.9160713798407,-765.75
"(1, 8)","(1, 3)",-681.8395840410374,-682.5127003753364,-757.3362430527937,-892.5
"(0, 8)","(1, 3)",-674.0638330772588,-671.7691722448756,-676.5854545752175,-765.75
"(5, 12)","(4, 1)",0.0,0.0,0.0,0.0
"(1, 12)","(4, 1)",-706.5004890412188,-769.5,-712.4169777516057,-675.5892667030844
"(0, 12)","(4, 1)",-711.9982412113701,-711.3644538584423,-710.2141526103037,-710.0063583279967
"(0, 9)","(3, 2)",0.0,0.0,0.0,0.0
"(5, 6)","(1, 2)",-743.7266055505356,-736.4741948348872,-745.6321145799532,-738.3507181290614
"(3, 10)","(2, 2)",-724.5534788862167,-729.4775874726156,-733.8638496481962,-729.0422741263313
"(2, 10)","(2, 2)",-721.5089730772734,-721.5678174493087,-765.75,-719.9927465635687
"(1, 10)","(2, 2)",-717.1672888261282,-714.1936343233617,-766.5,-717.4490179756843
"(0, 10)","(2, 2)",-707.6643971129033,-712.4815423059138,-895.125,-719.1694269793963
"(4, 10)","(2, 2)",-729.5554139509111,-728.6911847083572,-767.25,-733.7109229951373
"(3, 11)","(2, 2)",-726.4454915633703,-728.4369504026456,-732.6363544133826,-768.75
"(2, 11)","(2, 2)",-721.6827297131899,-731.5716469798093,-721.9371248971149,-768.0
"(1, 11)","(2, 2)",-719.6940182578747,-725.784609931411,-715.3411457037782,-717.8879580244088
"(0, 11)","(2, 2)",-721.9853494330052,-722.3639816237136,-716.9375515584767,-718.7946844000263
"(4, 11)","(2, 2)",-731.1777789893022,-729.1219542290714,-731.1499806470573,-769.5
"(5, 7)","(1, 2)",-737.6001555073273,-735.4527172048374,-740.5844751840278,-732.0399348565891
"(4, 7)","(1, 2)",-730.524697510248,-737.1503827469041,-732.5346748064876,-732.4527408174847
"(3, 7)","(1, 2)",-728.4367491365902,-733.1205888519717,-765.75,-723.8445782953077
"(2, 7)","(1, 2)",-727.7615999887107,-727.925336917983,-765.0,-729.5875372725318
"(1, 7)","(1, 2)",-725.9529811572702,-729.6553675276188,-891.625,-730.8972826169872
"(0, 7)","(1, 2)",-728.5462759161314,-727.0286628122303,-765.0,-726.1378400821611
"(5, 8)","(1, 2)",-722.8933620850785,-728.2623020805253,-732.9683733268735,-769.5
"(4, 8)","(1, 2)",-724.5372956567638,-727.0564879782082,-723.5034874055623,-768.75
"(3, 8)","(1, 2)",-719.7528554845917,-723.1435136849904,-725.619134998977,-716.1905376442694
"(2, 8)","(1, 2)",-722.4136236247452,-723.8723916027225,-728.2269205942921,-767.25
"(1, 8)","(1, 2)",-730.1653773828199,-742.6398328975736,-731.6841352274585,-766.5
"(0, 8)","(1, 2)",-724.8637991642981,-728.2238601436322,-728.7838844307262,-895.125
"(5, 9)","(1, 2)",0.0,0.0,0.0,0.0
"(4, 9)","(1, 2)",0.0,0.0,0.0,0.0
"(5, 10)","(2, 2)",-731.5661821902161,-725.2065538163536,-896.0,-725.4919791799834
"(5, 9)","(1, 3)",0.0,0.0,0.0,0.0
"(0, 9)","(2, 1)",0.0,0.0,0.0,0.0
"(3, 12)","(2, 1)",0.0,0.0,0.0,0.0
"(4, 9)","(1, 3)",0.0,0.0,0.0,0.0
"(3, 9)","(1, 2)",-895.125,-768.75,-712.3634960211731,-706.8029369958183
"(0, 9)","(2, 2)",0.0,0.0,0.0,0.0
"(1, 9)","(1, 1)",0.0,0.0,0.0,0.0
"(2, 12)","(3, 2)",0.0,0.0,0.0,0.0
"(3, 10)","(1, 1)",-706.3045779075597,-707.1079472653843,-712.2801802641897,-703.5519341195668
"(2, 10)","(1, 1)",-701.9075965630677,-703.4447374181909,-768.75,-703.5370358404068
"(1, 10)","(1, 1)",-700.8056997336815,-700.825021276082,-768.0,-699.7676572964914
"(0, 10)","(1, 1)",-699.0834561580618,-698.080456706886,-768.75,-701.6145983617192
"(4, 10)","(1, 1)",-707.0011287147596,-701.9958362413662,-770.25,-701.4463359878902
"(3, 11)","(1, 1)",-698.0905524804884,-695.2749133353236,-696.9452349109181,-771.75
"(2, 11)","(1, 1)",-702.5250662306692,-693.9660156814597,-700.7382247235055,-771.0
"(1, 11)","(1, 1)",-694.9717915433619,-698.8027062072342,-702.1377250031521,-695.1462123510138
"(0, 11)","(1, 1)",-701.171963505066,-698.1474776835796,-693.6593984916126,-698.4353824400202
"(4, 11)","(1, 1)",-693.3233231586759,-693.7808424159444,-699.8157539795654,-772.5
"(3, 9)","(1, 3)",-765.75,-767.25,-576.4525741682289,-568.3546793709094
"(2, 9)","(1, 3)",0.0,0.0,0.0,0.0
"(2, 9)","(1, 2)",0.0,0.0,0.0,0.0
"(5, 11)","(3, 1)",-757.2090867931199,-750.9747635267413,-758.7238192100579,-770.25
"(2, 12)","(3, 1)",0.0,0.0,0.0,0.0
"(5, 10)","(1, 1)",-703.6038212594832,-698.759782621155,-899.5,-696.9504152969429
"(1, 13)","(4, 1)",-690.8835163705508,-671.2476912807874,-695.7171267197549,-695.8648381415949
"(0, 13)","(4, 1)",-698.759782621155,-682.3797909997811,-705.9204369417005,-704.2352293930272
"(2, 13)","(4, 1)",-666.6696627503316,-655.8727085661296,-769.5,-655.4784740289607
"(3, 12)","(2, 2)",0.0,0.0,0.0,0.0
"(5, 11)","(3, 2)",-728.8532038444325,-731.977932612142,-735.0398067945943,-768.75
"(4, 12)","(3, 2)",0.0,0.0,0.0,0.0
"(5, 11)","(2, 2)",-727.010383630911,-722.9597024558576,-731.56829221745,-770.25
"(2, 12)","(2, 2)",0.0,0.0,0.0,0.0
"(0, 9)","(1, 1)",0.0,0.0,0.0,0.0
"(3, 13)","(4, 1)",-653.4979958147594,-655.2120660191096,-768.75,-646.1602068457667
"(4, 12)","(3, 1)",0.0,0.0,0.0,0.0
"(1, 12)","(3, 1)",-729.6917904980842,-769.5,-728.0160097883123,-726.6408729713783
"(0, 12)","(3, 1)",-723.6306133370074,-727.1515600381539,-732.7473638415843,-725.923669451466
"(5, 12)","(3, 1)",0.0,0.0,0.0,0.0
"(4, 12)","(2, 2)",0.0,0.0,0.0,0.0
"(1, 9)","(1, 3)",0.0,0.0,0.0,0.0
"(1, 9)","(1, 2)",0.0,0.0,0.0,0.0
"(5, 11)","(2, 1)",-717.7045340152985,-717.4850538691019,-720.6073865624701,-771.75
"(2, 12)","(2, 1)",0.0,0.0,0.0,0.0
"(0, 13)","(3, 1)",-720.7171537895089,-717.0180035112608,-727.7717821150786,-720.7171537895089
"(1, 13)","(3, 1)",-722.275471791002,-713.9549047402679,-717.9373047183037,-721.4731495520894
"(2, 13)","(3, 1)",-708.4458314477433,-711.9034157130693,-769.5,-710.3167225232266
"(3, 13)","(3, 1)",-712.1943308174029,-710.8463031784211,-768.75,-704.0475770367997
"(5, 12)","(3, 2)",0.0,0.0,0.0,0.0
"(3, 12)","(1, 1)",0.0,0.0,0.0,0.0
"(4, 13)","(4, 1)",-657.0605219376803,-655.9681831509572,-768.0,-649.347605758238
"(1, 12)","(2, 1)",-683.555788629573,-769.5,-690.258046762493,-673.1632494674341
"(0, 12)","(2, 1)",-680.7757559715458,-682.8298056330129,-690.3919693801187,-687.2465409174871
"(4, 12)","(2, 1)",0.0,0.0,0.0,0.0
"(3, 10)","(1, 3)",-554.0309165701357,-563.2608307141993,-563.1414828990141,-556.3879698993227
"(2, 10)","(1, 3)",-646.0127003709888,-555.7172565328167,-765.75,-548.9810156610135
"(1, 10)","(1, 3)",-523.7717032075354,-528.6713744691625,-765.0,-527.8495344489345
"(0, 10)","(1, 3)",-513.2684812962893,-521.5930507642322,-510.5,-519.2406343939313
"(4, 10)","(1, 3)",-557.5752516634278,-563.1930584215144,-767.25,-560.4524422001306
"(3, 11)","(1, 3)",-549.7671942448242,-555.0718561041101,-553.0228912165318,-768.75
"(2, 11)","(1, 3)",-539.322561354413,-548.4863594401158,-548.3711824341497,-768.0
"(1, 11)","(1, 3)",-527.9250091673334,-530.5304804429247,-531.2268560933655,-527.1427721611917
"(0, 11)","(1, 3)",-516.0229556968735,-522.8612573020498,-520.2228668185294,-523.5278565238976
"(4, 11)","(1, 3)",-555.4846584396232,-557.6488190814491,-564.1467281862326,-769.5
"(1, 12)","(3, 2)",-717.1892324487094,-768.0,-718.2786331935754,-713.0120680906573
"(0, 12)","(3, 2)",-722.9597024558576,-717.6934626670532,-720.30397897918,-723.6168357783895
"(0, 13)","(3, 2)",-720.8483354908482,-720.305044395907,-721.2152022762125,-721.2324924620634
"(1, 13)","(3, 2)",-717.0437900135701,-713.2701620971131,-712.9876647170294,-710.8656218546971
"(3, 10)","(1, 2)",-696.3846926594204,-691.215768648088,-705.8340260490861,-690.9253209177041
"(2, 10)","(1, 2)",-692.1873732443468,-689.0321607264559,-767.25,-691.0674756925669
"(1, 10)","(1, 2)",-692.3331181892866,-691.9621397102499,-766.5,-685.3432081654847
"(0, 10)","(1, 2)",-693.2074740246838,-690.7558251646949,-767.25,-694.0592896931462
"(4, 10)","(1, 2)",-686.1729142692232,-687.3155241707393,-768.75,-693.2771054351513
"(3, 11)","(1, 2)",-694.6079949544381,-692.8180382857097,-689.0440494741329,-770.25
"(2, 11)","(1, 2)",-691.9547315298095,-691.3941148984393,-686.7549369022865,-769.5
"(1, 11)","(1, 2)",-687.5780554081169,-687.9937950752751,-680.3519162206046,-681.0664909089967
"(0, 11)","(1, 2)",-686.0839799534763,-684.1290042467775,-691.7848998193037,-684.8345816031115
"(4, 11)","(1, 2)",-694.4622914969483,-692.4561228636653,-690.6350944213891,-771.0
"(1, 12)","(2, 2)",-714.0139746933976,-768.0,-717.8562925700398,-716.8604061809158
"(0, 12)","(2, 2)",-723.0374085770407,-737.9627195784784,-716.8913036648269,-724.3407401825245
"(2, 13)","(3, 2)",-709.3811418297892,-706.0025192047822,-768.0,-702.9252781933078
"(3, 13)","(3, 2)",-702.0156051883527,-693.8567691360904,-767.25,-697.0446951722654
"(5, 12)","(2, 2)",0.0,0.0,0.0,0.0
"(5, 11)","(1, 1)",-705.3935465545279,-699.9115654040311,-730.1066819430422,-773.25
"(2, 12)","(1, 1)",0.0,0.0,0.0,0.0
"(4, 13)","(3, 1)",-705.8506027658002,-706.3858965720549,-897.75,-710.7836328909408
"(5, 12)","(2, 1)",0.0,0.0,0.0,0.0
"(0, 9)","(1, 2)",0.0,0.0,0.0,0.0
"(0, 9)","(1, 3)",0.0,0.0,0.0,0.0
"(4, 13)","(3, 2)",-696.851849340519,-695.3173911258775,-768.0,-694.4481374955233
"(5, 13)","(4, 1)",-658.1202486374257,-696.8262616750801,-768.75,-655.9294058115379
"(5, 10)","(1, 2)",-692.2952417335871,-691.2516725818059,-769.5,-685.5156648916627
"(1, 12)","(1, 1)",-696.1275153075169,-771.0,-697.1736829263295,-688.6150489042973
"(0, 12)","(1, 1)",-695.6354428423413,-694.8962937729597,-694.3643709937965,-700.3842804756605
"(4, 12)","(1, 1)",0.0,0.0,0.0,0.0
"(3, 12)","(1, 2)",0.0,0.0,0.0,0.0
"(0, 13)","(2, 1)",-684.1150273158289,-674.3322949830572,-675.4403039312588,-674.7896017947937
"(1, 13)","(2, 1)",-662.8525915332552,-668.8562330970876,-672.8906788394818,-664.3984112162833
"(2, 13)","(2, 1)",-663.4397920090996,-665.8732282470005,-769.5,-660.8166055212869
"(3, 13)","(2, 1)",-663.5401061267896,-665.3823909182321,-770.25,-692.3802748506039
"(4, 13)","(2, 1)",-663.3326665135644,-665.5531559557492,-771.0,-657.870793306217
"(5, 12)","(1, 1)",0.0,0.0,0.0,0.0
"(5, 10)","(1, 3)",-560.2346804188531,-562.1825529307016,-768.0,-566.9840641274783
"(0, 13)","(1, 1)",-698.7816012242688,-700.2071037043934,-697.3407512083338,-698.8036402173132
"(3, 12)","(1, 3)",0.0,0.0,0.0,0.0
"(5, 13)","(3, 1)",-708.4630054047707,-706.3855139508869,-770.25,-707.0549152074911
"(5, 13)","(2, 1)",-668.5549435311077,-665.0623287940737,-900.375,-665.0623287940737
"(1, 13)","(2, 2)",-719.7206075488575,-714.166621618557,-718.3720364974816,-720.0495152770118
"(0, 13)","(2, 2)",-721.2324924620634,-722.3225741219658,-720.8187098840241,-721.3469480864676
"(2, 13)","(2, 2)",-710.4691397055093,-714.179957529881,-768.0,-706.4433978716659
"(3, 13)","(2, 2)",-708.107966096065,-704.3158796537016,-768.75,-713.7440170029931
"(1, 13)","(1, 1)",-695.6619577332235,-692.4258629859207,-692.8715004735659,-695.8648381415949
"(2, 13)","(1, 1)",-687.560230674649,-697.2247972519053,-771.0,-685.7069977236426
"(3, 13)","(1, 1)",-694.2027532881817,-700.5331744063669,-771.75,-699.9115654040311
"(5, 11)","(1, 3)",-561.761127860488,-567.9384063208277,-569.0074874354133,-770.25
"(2, 12)","(1, 3)",0.0,0.0,0.0,0.0
"(5, 11)","(1, 2)",-690.3100518761324,-685.2912946146682,-691.2890801691847,-771.75
"(2, 12)","(1, 2)",0.0,0.0,0.0,0.0
"(1, 12)","(1, 3)",-514.9650788405186,-768.0,-527.1428259101648,-517.9940068908193
"(0, 12)","(1, 3)",-522.6631789299084,-515.1998893605248,-516.2153136430787,-519.1486464122063
"(4, 13)","(2, 2)",-710.2355016620438,-713.0314377146046,-769.5,-705.1082974801517
"(4, 13)","(1, 1)",-708.2206759744797,-701.2770421450455,-772.5,-699.2949177217733
"(1, 12)","(1, 2)",-678.3051793413772,-769.5,-675.0913645974077,-675.4421939617118
"(0, 12)","(1, 2)",-678.6790138545002,-673.5683063316122,-686.2585937909059,-678.1942776387258
"(5, 13)","(2, 2)",-713.5370071980925,-707.3241654954625,-770.25,-706.3855139508869
"(4, 12)","(1, 3)",0.0,0.0,0.0,0.0
"(4, 12)","(1, 2)",0.0,0.0,0.0,0.0
"(5, 13)","(3, 2)",-698.6241232708549,-694.5201779264319,-768.75,-694.5201779264319
"(5, 13)","(1, 1)",-701.5053098079678,-704.2104500880679,-773.25,-696.8842385732114
"(5, 12)","(1, 2)",0.0,0.0,0.0,0.0
"(5, 12)","(1, 3)",0.0,0.0,0.0,0.0
"(0, 13)","(1, 3)",-514.811626766261,-518.6841247817592,-513.5569882785237,-521.2235011225431
"(1, 13)","(1, 3)",-519.6427349547,-515.5091795691385,-518.7590646140724,-513.93680598362
"(2, 13)","(1, 3)",-509.8314576094872,-517.9145488915509,-512.0,-514.811626766261
"(3, 13)","(1, 3)",-511.3794770903064,-520.2403876466362,-512.5,-519.4582839426661
"(4, 13)","(1, 3)",-513.5856632775043,-513.67911714189,-513.0,-509.529768189453
"(0, 13)","(1, 2)",-681.1574598812119,-681.4823991524399,-674.3723855348064,-675.8725762505218
"(1, 13)","(1, 2)",-676.4035910336095,-681.6481459182966,-674.1564335802773,-675.3215099885678
"(2, 13)","(1, 2)",-676.1342077558284,-682.3258983143367,-769.5,-681.1574598812119
"(3, 13)","(1, 2)",-678.5990038869329,-682.8062717231408,-898.625,-681.2575939484823
"(5, 13)","(1, 3)",-514.7670811804495,-513.569578466718,-513.5,-516.1966250697378
"(4, 13)","(1, 2)",-679.3011079414432,-687.3233393264909,-771.0,-679.4560765542999
"(5, 13)","(1, 2)",-679.0239501657329,-676.7963939664764,-771.75,-675.6865576287307
"(3, 6)","(4, 5)",0.0,0.0,0.0,0.0
"(1, 3)","(3, 4)",-653.4398380820037,-886.375,-651.2675480268965,-653.1590067269292
"(0, 3)","(3, 4)",-652.922203066882,-652.5265162132963,-652.2301686127432,-649.1764046924841
"(5, 3)","(1, 5)",0.0,0.0,0.0,0.0
"(2, 6)","(1, 4)",0.0,0.0,0.0,0.0
"(3, 4)","(2, 5)",-308.9323470592186,-308.3757708134327,-507.0,-305.7060320366213
"(3, 5)","(3, 4)",-572.649224075727,-568.9754448234584,-759.75,-886.375
"(3, 6)","(4, 4)",0.0,0.0,0.0,0.0
"(2, 6)","(3, 4)",0.0,0.0,0.0,0.0
"(1, 3)","(3, 5)",-281.4642655100391,-759.75,-287.9853800507685,-286.54338800484595
"(0, 3)","(3, 5)",-296.88591304235416,-521.3533310385742,-298.5341689182295,-302.1477432231771
"(4, 5)","(3, 4)",-568.0255832941566,-567.1453824649404,-566.7542598293368,-579.603106248388
"(3, 4)","(3, 3)",0.0,0.0,0.0,0.0
"(2, 2)","(2, 5)",-304.04736218748417,-299.1361614944688,-300.39424170649477,-759.75
"(2, 1)","(2, 5)",-302.56580475567085,-299.0828512017666,-302.591336943644,-301.3333887277911
"(2, 0)","(2, 5)",-303.6602903167617,-302.1133418415195,-304.61739829008116,-299.7106905182094
"(2, 5)","(2, 6)",0.0,0.0,0.0,0.0
"(4, 1)","(2, 4)",-638.626451149843,-635.7212609882135,-637.7592980596592,-633.876860884599
"(4, 0)","(2, 4)",-643.3531861047943,-642.3993707136226,-642.2518217022919,-638.2791824398342
"(4, 2)","(2, 4)",-637.9883602714319,-636.0148128670103,-633.8765652596659,-761.25
"(3, 3)","(2, 4)",0.0,0.0,0.0,0.0
"(2, 3)","(4, 5)",0.0,0.0,0.0,0.0
"(2, 6)","(2, 4)",0.0,0.0,0.0,0.0
"(5, 5)","(4, 4)",-560.1860268176174,-559.0292975369134,-558.6230500302022,-561.289446430239
"(4, 4)","(4, 3)",0.0,0.0,0.0,0.0
"(1, 6)","(3, 5)",0.0,0.0,0.0,0.0
"(0, 2)","(3, 4)",-650.0070546883592,-650.324871954969,-651.4434587195458,-650.2144537247578
"(1, 2)","(3, 4)",-651.2642118552586,-648.8751885472996,-647.9046774476146,-649.1938765763133
"(0, 1)","(3, 4)",-645.5521392609173,-649.7727318508817,-652.6730914790494,-649.0285217930943
"(1, 1)","(3, 4)",-645.8969965295585,-649.9392396524644,-649.672733517885,-648.6943781383495
"(0, 0)","(3, 4)",-647.2506539485369,-648.1153548634502,-647.8031290362001,-651.662536457155
"(1, 0)","(3, 4)",-653.0319386271658,-648.6175435838072,-649.3340134565478,-647.868742007312
"(2, 2)","(3, 4)",-645.5655701709325,-647.2851261879296,-650.2977723562732,-759.75
"(2, 1)","(3, 4)",-650.1146350969295,-647.6471687223452,-651.8775814854741,-649.3394294515722
"(2, 0)","(3, 4)",-652.6949666588916,-647.5694996232518,-648.2752208500865,-649.047385741758
"(1, 6)","(3, 4)",0.0,0.0,0.0,0.0
"(4, 4)","(3, 5)",-304.32672305254675,-299.53652794150264,-759.75,-302.63368902041856
"(3, 3)","(3, 5)",0.0,0.0,0.0,0.0
"(4, 5)","(2, 4)",-631.8280868069742,-628.6909905879933,-716.5727228285073,-626.7417934276525
"(3, 4)","(2, 4)",-626.8851102474307,-626.2753927784739,-760.5,-626.5015607812395
"(4, 5)","(1, 4)",-612.605365414285,-612.8930359852893,-611.800200211163,-611.7540370576178
"(3, 2)","(2, 5)",-301.8582408995058,-298.5402503757861,-302.26467834613567,-507.0
"(3, 1)","(2, 5)",-297.7144997247177,-301.49881155175785,-298.1369298831787,-301.08764827569115
"(3, 0)","(2, 5)",-304.1385342154081,-302.19369207586385,-298.0733907087385,-298.40537154160245
"(0, 6)","(3, 4)",0.0,0.0,0.0,0.0
"(3, 6)","(1, 4)",0.0,0.0,0.0,0.0
