level_0,level_1,1,2,3,4
"(3, 7)","(4, 1)",-770.5665786162801,-768.3282123481027,-891.625,-771.5638351866401
"(2, 7)","(4, 1)",-769.2897952496564,-766.2289472302218,-892.5,-767.5387710000698
"(1, 7)","(4, 1)",-764.6871094760772,-769.9918536467553,-893.375,-767.9253328808011
"(0, 7)","(4, 1)",-768.9815249607277,-769.0847375968821,-766.5,-765.7399119687177
"(5, 8)","(4, 1)",-773.2045009261378,-775.8331132532672,-775.319180994565,-894.25
"(4, 8)","(4, 1)",-772.310345683816,-771.5911120674668,-769.0953720888082,-893.375
"(3, 8)","(4, 1)",-768.2281270951,-767.1349323102265,-770.9979105761682,-764.6362480832462
"(2, 8)","(4, 1)",-767.1002366882635,-767.4817696914436,-770.1036677213921,-767.25
"(1, 8)","(4, 1)",-766.4926428779887,-769.1248613965714,-765.2216089272065,-768.0
"(0, 8)","(4, 1)",-766.0435817750656,-766.0272998985445,-769.0136252255048,-768.75
"(5, 6)","(4, 2)",-789.094332467871,-787.6140365131373,-785.6109405306624,-785.665980199479
"(5, 7)","(4, 2)",-782.4774839838688,-783.5085965734677,-784.2286645406313,-782.3773238952868
"(4, 7)","(4, 2)",-779.8860181620639,-783.238109817647,-786.2908341176837,-778.5936459587931
"(3, 7)","(4, 2)",-776.0581719405089,-776.0095491253552,-889.875,-775.5175878447096
"(2, 7)","(4, 2)",-771.247367390363,-775.8459559214231,-890.75,-768.7247756015961
"(1, 7)","(4, 2)",-769.2618813355091,-766.7012560300411,-891.625,-766.5289827069658
"(0, 7)","(4, 2)",-769.1166007798524,-766.2701954695442,-765.0,-772.0651403808303
"(0, 3)","(1, 2)",-770.5117212332539,-769.6903703484606,-774.3128962090409,-773.7177803665654
"(1, 3)","(1, 2)",-767.7137153979795,-889.875,-780.6287249529242,-765.0513618500574
"(4, 8)","(4, 2)",-773.8452913066169,-774.6088095435343,-780.1117975348175,-891.625
"(1, 6)","(1, 1)",0.0,0.0,0.0,0.0
"(5, 9)","(4, 1)",0.0,0.0,0.0,0.0
"(3, 2)","(1, 3)",-794.0424855532684,-794.5043079419718,-797.7762492377251,-889.0
"(3, 1)","(1, 3)",-797.2227070552766,-793.239727772677,-793.6288464031745,-794.7710423220756
"(3, 0)","(1, 3)",-793.1312681586562,-798.1260391994655,-796.1056702858333,-795.7394619560432
"(2, 3)","(1, 3)",0.0,0.0,0.0,0.0
"(2, 6)","(3, 2)",0.0,0.0,0.0,0.0
"(3, 5)","(2, 2)",-774.9847046068178,-773.314249768378,-771.5692368650898,-891.625
"(2, 6)","(2, 2)",0.0,0.0,0.0,0.0
"(0, 4)","(1, 2)",-771.0278666423933,-770.2036736905326,-769.6592353856928,-769.8519298550534
"(1, 4)","(1, 2)",-765.2862186976921,-766.9066501837342,-766.9668373326911,-765.0182933613518
"(4, 4)","(2, 2)",-772.7619251174909,-770.8110160194462,-889.875,-768.104491158351
"(3, 5)","(1, 1)",-755.2813695441505,-738.3625788437996,-755.5578985017949,-767.25
"(2, 6)","(1, 1)",0.0,0.0,0.0,0.0
"(4, 9)","(4, 1)",0.0,0.0,0.0,0.0
"(3, 9)","(4, 1)",-767.25,-765.75,-758.5126304774527,-754.3959265479621
"(2, 9)","(4, 1)",0.0,0.0,0.0,0.0
"(5, 4)","(3, 1)",-786.4041035180477,-783.3665951202544,-890.75,-785.0038270579138
"(5, 8)","(4, 2)",-778.5517031267186,-775.251384783008,-778.7490414134488,-892.5
"(3, 8)","(4, 2)",-769.2133596584267,-773.623750868648,-774.4277185783347,-770.3032346297671
"(2, 8)","(4, 2)",-769.475994249188,-765.8941043165387,-769.6792475454564,-765.75
"(1, 8)","(4, 2)",-766.2666864079127,-770.7814316480649,-768.7460554695334,-766.5
"(0, 8)","(4, 2)",-765.8132134401665,-771.4878655644332,-766.6704620545854,-767.25
"(4, 5)","(3, 2)",-773.0954283350227,-771.774331187042,-771.814113266179,-771.9129699988696
"(3, 6)","(3, 2)",0.0,0.0,0.0,0.0
"(5, 4)","(3, 2)",-766.779204029354,-768.5603077788785,-889.0,-769.1469243480735
"(5, 5)","(3, 1)",-786.9289615563662,-784.8086580299487,-781.723162988905,-781.0772095431801
"(4, 6)","(3, 1)",-891.625,-782.6999470465465,-783.9849881639077,-779.9915692472615
"(1, 5)","(1, 6)",0.0,0.0,0.0,0.0
"(5, 9)","(4, 2)",0.0,0.0,0.0,0.0
"(5, 5)","(3, 2)",-769.2123330530285,-770.580696937564,-767.2136280121977,-768.9097975717322
"(4, 6)","(3, 2)",-889.875,-764.0914688978628,-763.4405621390264,-767.0895459019234
"(0, 4)","(1, 4)",-653.1186979664246,-650.6748631145401,-654.1042875051751,-650.5235252313059
"(1, 4)","(2, 4)",-647.6486148596865,-813.7920999319463,-763.8442339893832,-646.6052258322958
"(0, 4)","(2, 4)",-648.124531065207,-648.7505113632474,-646.8666594183411,-645.8673903089889
"(2, 4)","(3, 4)",-650.9477258991702,-662.9224723755478,-981.34375,-649.1388447394434
"(1, 4)","(3, 4)",-692.5609431294283,-787.6126300775977,-655.0141965333437,-746.797754397368
"(0, 4)","(3, 4)",-650.1726561407979,-651.0603716037924,-652.1322149746441,-695.2203803221132
"(3, 4)","(4, 4)",-608.1978184397162,-608.7558968531984,-759.0,-564.6573330842374
"(2, 4)","(4, 4)",-609.1776802672771,-557.619523117784,-759.75,-608.0719670685537
"(1, 4)","(4, 4)",-608.8950448469795,-609.7945487899374,-606.6407930880993,-607.3650951947491
"(0, 4)","(4, 4)",-604.7528374596118,-608.5473037636486,-605.9638472120475,-608.3477418456825
"(3, 3)","(4, 4)",0.0,0.0,0.0,0.0
"(4, 4)","(2, 1)",-765.5790657266882,-775.2070124814978,-891.625,-769.1306710270296
"(4, 9)","(4, 2)",0.0,0.0,0.0,0.0
"(4, 5)","(2, 1)",-770.9839763289428,-768.4070870413384,-769.2649236516481,-763.3155289687152
"(3, 6)","(2, 1)",0.0,0.0,0.0,0.0
"(4, 5)","(2, 2)",-767.9621359817883,-765.128290507259,-769.2731090843437,-767.4698267430067
"(3, 6)","(2, 2)",0.0,0.0,0.0,0.0
"(5, 4)","(2, 1)",-771.7227095169018,-769.1790082947409,-892.5,-770.473034775222
"(0, 4)","(1, 3)",-723.221943215932,-719.9123185074754,-723.359824650794,-723.5389327629525
"(0, 5)","(1, 3)",-718.3244498562563,-721.6871466156014,-721.1919311663746,-763.5
"(1, 5)","(1, 3)",-719.4674558885822,-717.2229519671582,-719.8257304079771,-889.875
"(1, 4)","(1, 3)",-719.7680920140908,-717.5179373693868,-721.6081076636581,-718.4166744052047
"(2, 4)","(1, 3)",-719.5150624553428,-714.5850276228443,-888.125,-716.7510337454421
"(4, 4)","(1, 1)",-747.9032328734909,-746.2549371155903,-893.375,-736.4441439040298
"(4, 5)","(1, 1)",-734.8429420390191,-740.789865877256,-738.2509984335272,-738.2184818912286
"(3, 6)","(1, 1)",0.0,0.0,0.0,0.0
"(4, 2)","(1, 3)",-797.4801308811616,-793.5205866245219,-794.5948025289595,-889.875
"(5, 6)","(3, 1)",-784.6070826712565,-780.7352655687785,-781.4974458168272,-779.1374998063611
"(5, 7)","(3, 1)",-777.7397702165927,-771.1234862974553,-780.3227475450669,-771.437057912427
"(4, 7)","(3, 1)",-775.0465069401323,-776.7726364652196,-778.7874614983496,-776.564948528132
"(3, 7)","(3, 1)",-770.3335162587429,-776.0458214124817,-891.625,-768.6396746229605
"(2, 7)","(3, 1)",-768.2395583063918,-771.8815109492161,-765.0,-770.0162964164756
"(1, 7)","(3, 1)",-766.0522804929037,-770.3672368693433,-893.375,-768.917497369705
"(0, 7)","(3, 1)",-767.5188559477554,-770.7395633351779,-766.5,-766.8652367661103
"(5, 8)","(3, 1)",-770.1345888889955,-775.173408038848,-768.253201656111,-896.0
"(4, 8)","(3, 1)",-771.5650782527925,-773.6067762233769,-769.8500095950892,-895.125
"(3, 8)","(3, 1)",-769.8067919536393,-767.3017961617394,-768.7924929492333,-763.6831806561155
"(2, 8)","(3, 1)",-770.53282383797,-765.158532745623,-769.594467780277,-767.25
"(1, 8)","(3, 1)",-768.9337421888177,-765.438998766396,-763.2443112440999,-768.0
"(0, 8)","(3, 1)",-760.8166939023254,-766.491997856949,-767.695939364992,-768.75
"(0, 5)","(1, 2)",-768.8178565278758,-766.54610916074,-770.4130030108752,-765.0
"(1, 5)","(1, 2)",-768.4706029636711,-763.563588490139,-765.234089624799,-764.25
"(2, 4)","(1, 2)",-762.2490805611526,-762.7669340323262,-762.75,-761.3158882194234
"(2, 5)","(1, 2)",-764.4693709477202,-758.05204389051,-761.6582448104213,-765.0
"(5, 9)","(3, 1)",0.0,0.0,0.0,0.0
"(3, 9)","(4, 2)",-765.75,-764.25,-769.0467985744989,-762.6496394545228
"(2, 9)","(4, 2)",0.0,0.0,0.0,0.0
"(5, 5)","(2, 1)",-763.8245410273023,-763.5963919954522,-767.1892104450285,-765.311606952745
"(4, 6)","(2, 1)",-765.75,-762.2443300876863,-762.8899387618617,-754.9541259295479
"(0, 2)","(1, 5)",-603.0511621365798,-602.0246690840693,-605.670938535909,-605.4918383678862
"(1, 2)","(1, 5)",-602.5114689884733,-602.5560543577024,-607.1127031204142,-608.085164513012
"(0, 1)","(1, 5)",-606.4962299983556,-604.0384894391239,-608.2844591184378,-604.1615193645332
"(1, 1)","(1, 5)",-604.5096495819005,-605.1739766381306,-605.5465117154015,-606.6749787910333
"(0, 0)","(1, 5)",-606.6574497695333,-606.5895004922215,-603.8494823834643,-606.0393164220823
"(1, 0)","(1, 5)",-604.6667367252462,-606.8898798705536,-606.3457952884088,-604.3426930355159
"(0, 5)","(1, 5)",-232.59771132923493,-252.87136222755038,-599.4743776167775,-950.625
"(1, 5)","(2, 5)",-312.15177063758034,-303.46796383718095,-292.63068874691123,-997.171875
"(0, 5)","(2, 5)",-307.02567920950935,-219.11669256107905,-307.15991874337794,-507.0
"(2, 5)","(3, 5)",-311.81529307885233,-438.0871133530824,-309.89192742839225,-885.5
"(1, 5)","(3, 5)",-310.6738998081596,-310.2431804209758,-309.56237910506985,-506.5
"(0, 5)","(3, 5)",-308.27853661670474,-308.27853409351565,-310.7977177512648,-760.5
"(3, 5)","(4, 5)",-211.132043301372,-202.73942704498063,-107.1891965327106,-758.25
"(2, 5)","(4, 5)",-208.64938586928105,-206.34651702055703,-208.59541105009873,-759.0
"(1, 5)","(4, 5)",-207.48008651651259,-206.65097846962942,-209.67226808464946,-506.5
"(0, 5)","(4, 5)",-209.18480651824672,-210.5588018074376,-207.53007310235887,-507.0
"(3, 4)","(4, 5)",-210.7519957733587,-97.57512710887397,-948.75,-192.85784582820594
"(2, 4)","(4, 5)",-209.8093954268994,-209.37758573800164,-506.5,-205.38225242931617
"(1, 4)","(4, 5)",-208.0030507662719,-208.18379424058253,-205.9169628439891,-206.1379057940898
"(0, 4)","(4, 5)",-202.3706896532437,-205.1816754430841,-206.36763121604343,-208.26330329923672
"(4, 4)","(4, 5)",-187.58275729634332,-201.09719768746436,-884.625,-88.85082331800038
"(3, 3)","(4, 5)",0.0,0.0,0.0,0.0
"(3, 2)","(1, 4)",-668.2210159370431,-667.3510187906454,-666.600022733466,-762.0
"(3, 1)","(1, 4)",-665.546849354928,-667.0972807886415,-662.4021222604782,-667.6490052110794
"(3, 0)","(1, 4)",-662.907640496501,-663.349335345775,-661.6245349315195,-660.7600707018994
"(5, 4)","(2, 2)",-768.2082667082964,-766.2144496908808,-890.75,-764.4042990688502
"(5, 6)","(3, 2)",-764.8667290619549,-765.9698633279074,-766.1712821250942,-766.4298402198442
"(5, 7)","(3, 2)",-761.6716737135807,-763.7586375507673,-764.441747520727,-761.5338176485284
"(4, 7)","(3, 2)",-762.3363779067067,-763.6255789407082,-759.6070924476262,-762.8095087416873
"(3, 7)","(3, 2)",-755.8608104595442,-761.3144274719133,-762.75,-758.9268971181464
"(2, 7)","(3, 2)",-755.7619491469436,-756.6759230932407,-763.5,-752.3997263837291
"(1, 7)","(3, 2)",-751.4449353199914,-756.4961563141071,-891.625,-754.5815063309988
"(0, 7)","(3, 2)",-753.1236983306414,-753.0811372903644,-765.0,-748.8373443525304
"(5, 8)","(3, 2)",-760.9579805658707,-762.4914656228552,-758.7126890582657,-766.5
"(4, 8)","(3, 2)",-757.8072705980449,-759.4959236947138,-761.3802386377163,-893.375
"(3, 8)","(3, 2)",-754.4005568459239,-757.1012728410592,-753.2774914960405,-753.7735746046217
"(2, 8)","(3, 2)",-754.4225527226658,-754.677591055139,-749.6411824282915,-893.375
"(1, 8)","(3, 2)",-754.5736086984917,-756.087606479972,-754.5219344618959,-766.5
"(0, 8)","(3, 2)",-751.3088705838001,-755.600802559266,-749.2026345909346,-767.25
"(4, 1)","(1, 3)",-792.8158730182862,-796.6526047396364,-793.3788657624069,-793.6260499947729
"(4, 0)","(1, 3)",-796.112947302923,-792.7937864951937,-793.2310428072083,-797.4554629873708
"(3, 3)","(1, 3)",0.0,0.0,0.0,0.0
"(5, 6)","(2, 1)",-760.4272703797938,-760.6058008986229,-763.7885672004746,-760.2677653199482
"(5, 7)","(2, 1)",-753.2296700615323,-749.0223936352451,-757.4801930649962,-749.2926070025787
"(4, 7)","(2, 1)",-746.4737541940887,-749.0666470414947,-744.2518108888069,-749.1426653564233
"(3, 7)","(2, 1)",-743.7446320816167,-742.2480647490872,-957.1875,-743.661965458869
"(2, 7)","(2, 1)",-743.6484101831156,-742.32716208905,-892.5,-747.3941737574348
"(1, 7)","(2, 1)",-738.9849696905414,-744.0733083441189,-893.375,-738.0272158435739
"(0, 7)","(2, 1)",-736.6471955194452,-735.2817376787469,-894.25,-741.4693607220948
"(5, 4)","(1, 1)",-747.4046711768183,-744.2918238607127,-766.5,-743.5757657204883
"(4, 9)","(3, 1)",0.0,0.0,0.0,0.0
"(5, 2)","(1, 3)",-797.4508885057446,-792.0676663003011,-793.6386261408168,-890.75
"(5, 1)","(1, 3)",-793.2569908924208,-793.444006739332,-795.6206898761427,-797.356382077784
"(5, 0)","(1, 3)",-792.7365011838697,-789.5608319874787,-795.596469558823,-796.5932447149794
"(4, 3)","(1, 3)",0.0,0.0,0.0,0.0
"(5, 5)","(2, 2)",-760.9678131019346,-764.9699426918802,-766.4046566317757,-761.0475987492357
"(4, 6)","(2, 2)",-764.25,-762.5082749723193,-764.1316734348316,-761.5739678152731
"(5, 9)","(3, 2)",0.0,0.0,0.0,0.0
"(3, 4)","(1, 5)",-599.9870613163382,-602.8565124763734,-762.0,-601.295024240849
"(0, 6)","(1, 3)",0.0,0.0,0.0,0.0
"(4, 9)","(3, 2)",0.0,0.0,0.0,0.0
"(0, 5)","(1, 4)",-613.8347057014846,-617.6115804304748,-633.285479762915,-762.0
"(1, 5)","(1, 4)",-618.7696686045925,-621.0475526622058,-622.6714897555314,-761.25
"(1, 3)","(2, 4)",-645.0988921507387,-886.375,-637.5414595394317,-638.7749501564854
"(0, 3)","(2, 4)",-648.6671663094365,-732.1320315415942,-645.242755093002,-647.4123584814281
"(2, 3)","(2, 4)",0.0,0.0,0.0,0.0
"(5, 5)","(1, 1)",-742.4928933498813,-740.1663269289508,-742.0920076267623,-737.0916175658957
"(4, 6)","(1, 1)",-767.25,-735.1091320454555,-735.1886262777991,-735.0748688542865
"(3, 10)","(4, 2)",-756.2365740083399,-755.3953319323757,-756.1041398521711,-756.5108814548018
"(2, 10)","(4, 2)",-750.8671785568981,-749.8056664350638,-765.75,-752.2525071804951
"(1, 10)","(4, 2)",-747.9550671162929,-748.5544653004822,-766.5,-752.2583190430078
"(0, 10)","(4, 2)",-747.371032641468,-752.0977498292262,-767.25,-746.1935465981703
"(4, 10)","(4, 2)",-757.3919811167289,-754.348842576234,-764.25,-757.4965888691057
"(3, 11)","(4, 2)",-755.9658421810052,-754.4403399058881,-753.7710261728721,-767.25
"(2, 11)","(4, 2)",-752.3811749675181,-750.5418483946041,-747.3713149242326,-768.0
"(1, 11)","(4, 2)",-748.937776943214,-744.8588220058871,-747.2447667622398,-749.7478555479403
"(0, 11)","(4, 2)",-748.6266310665947,-743.6946021288488,-747.3352657562111,-748.0978507267242
"(4, 11)","(4, 2)",-757.4583005025995,-755.0054629585563,-755.982122286318,-766.5
"(3, 9)","(3, 1)",-895.125,-767.25,-759.2856554680594,-757.7844142143808
"(2, 9)","(3, 1)",0.0,0.0,0.0,0.0
"(3, 9)","(3, 2)",-765.75,-765.75,-749.9772959642523,-745.2722300117148
"(2, 9)","(3, 2)",0.0,0.0,0.0,0.0
"(3, 10)","(4, 1)",-741.0478214620598,-829.6694714718112,-746.6010688574468,-745.5696105446966
"(2, 10)","(4, 1)",-731.5181106976848,-736.6580044320467,-767.25,-734.4958496950139
"(1, 10)","(4, 1)",-721.948092251183,-720.3351677732574,-768.0,-721.8081975811856
"(0, 10)","(4, 1)",-710.7766657002983,-718.5141797431356,-768.75,-718.1358706178911
"(4, 10)","(4, 1)",-725.2738788583174,-730.1191909748275,-957.1875,-726.251487871184
"(3, 11)","(4, 1)",-739.5846325451845,-741.1038432671858,-741.5670489164324,-768.75
"(2, 11)","(4, 1)",-721.0718618155354,-737.9670009836672,-730.5286889571239,-769.5
"(1, 11)","(4, 1)",-716.2659701553711,-723.6863751749054,-718.1549761419733,-689.6066273145555
"(0, 11)","(4, 1)",-715.5625711098185,-714.1806848958282,-714.0522325790546,-718.8945822629515
"(4, 11)","(4, 1)",-739.6398289510566,-739.5990565801135,-778.2640276180539,-896.0
"(5, 10)","(4, 1)",-726.780510253966,-728.6172812410925,-766.5,-730.0708414659224
"(4, 8)","(2, 1)",-746.1137572794804,-741.5669638562675,-738.3265549254698,-896.875
"(3, 8)","(2, 1)",-742.5076715738137,-738.4853275233845,-744.9750846573809,-739.7215143666242
"(2, 8)","(2, 1)",-745.4778450700337,-747.1694166418167,-743.6591748584829,-767.25
"(1, 8)","(2, 1)",-743.761814979044,-746.2778372037537,-739.7662898103392,-768.0
"(0, 8)","(2, 1)",-743.7754536188132,-741.652633948531,-743.7859472418595,-768.75
"(5, 8)","(2, 1)",-746.6788554818063,-741.9961078447012,-743.394982574481,-769.5
"(5, 9)","(2, 1)",0.0,0.0,0.0,0.0
"(2, 2)","(1, 5)",-601.0361386226966,-603.7946864371331,-603.1050935715334,-761.25
"(2, 1)","(1, 5)",-605.1135945431001,-601.1058719865716,-605.1759194507799,-605.1371038901301
"(2, 0)","(1, 5)",-604.4868053859043,-602.617616827722,-606.6574497695333,-606.2167297578176
"(2, 5)","(1, 5)",-602.3629987322236,-602.4315152960498,-603.6486557536119,-760.5
"(3, 5)","(1, 5)",-600.1095785392915,-599.7219949239359,-602.4523285299439,-761.25
"(2, 6)","(1, 5)",0.0,0.0,0.0,0.0
"(5, 6)","(2, 2)",-760.2865363169958,-756.4330338708377,-758.9397982324033,-760.016215512625
"(5, 7)","(2, 2)",-755.1692437922163,-756.0190509765443,-756.7964315973893,-753.2671529591312
"(4, 7)","(2, 2)",-754.0644047132328,-755.0434003325113,-756.6487787999314,-752.6011877754152
"(3, 7)","(2, 2)",-750.8667640443288,-750.9537752799586,-891.625,-749.4977675104305
"(2, 7)","(2, 2)",-748.5973348478011,-752.6266267935011,-763.5,-746.449477463216
"(1, 7)","(2, 2)",-746.4231506296558,-747.6501974148069,-764.25,-753.1631104102555
"(0, 7)","(2, 2)",-748.5276858074596,-752.0333750365953,-765.0,-746.0583306822899
"(5, 8)","(2, 2)",-749.9886233848341,-750.7022463531459,-750.4117103759404,-768.0
"(4, 8)","(2, 2)",-746.9952061512261,-747.0715292992646,-752.2364215596745,-895.125
"(3, 8)","(2, 2)",-744.7006945042592,-747.0908726386803,-743.2423559518697,-739.1007314849365
"(2, 8)","(2, 2)",-746.9647055624773,-740.778686312726,-745.5669217333844,-765.75
"(1, 8)","(2, 2)",-749.02343024701,-743.8374639446002,-747.1280941004682,-766.5
"(0, 8)","(2, 2)",-748.7628653030596,-744.5940081457056,-748.5241729707275,-767.25
"(5, 6)","(1, 1)",-738.7942561479599,-730.9806631818335,-737.358350091558,-731.832762647927
"(5, 7)","(1, 1)",-730.3314779942838,-724.2353720263005,-734.9165226216637,-727.7754660028393
"(4, 7)","(1, 1)",-732.0203077432081,-731.0305554076624,-727.9419933624345,-731.602318182987
"(3, 7)","(1, 1)",-723.7795721433092,-724.1892000985904,-767.25,-727.4392996323252
"(2, 7)","(1, 1)",-722.2988130916044,-721.4340439088498,-894.25,-726.5946350402558
"(1, 7)","(1, 1)",-719.9027249215433,-725.4966307630996,-765.75,-724.5657640472374
"(0, 7)","(1, 1)",-719.9266796975787,-723.2308719503649,-766.5,-726.9927031680736
"(5, 8)","(1, 1)",-728.2233699492258,-725.8083641786183,-729.8188575418781,-771.0
"(4, 8)","(1, 1)",-725.5383662639612,-729.0487151624918,-733.7269955418001,-770.25
"(3, 8)","(1, 1)",-721.5804400369077,-726.6464671686942,-720.1655880039858,-721.57875136909
"(2, 8)","(1, 1)",-723.9998477291837,-725.210978098281,-724.4961582754113,-768.75
"(1, 8)","(1, 1)",-725.2466191357393,-730.694371496814,-723.3060126028017,-768.0
"(0, 8)","(1, 1)",-727.0881579948115,-730.5111423499827,-725.555295525631,-768.75
"(0, 6)","(1, 5)",0.0,0.0,0.0,0.0
"(5, 3)","(1, 3)",0.0,0.0,0.0,0.0
"(4, 9)","(2, 1)",0.0,0.0,0.0,0.0
"(3, 4)","(1, 2)",-755.8121217476049,-756.2911451331048,-763.5,-756.3336130939683
"(0, 6)","(1, 4)",0.0,0.0,0.0,0.0
"(3, 9)","(2, 1)",-767.25,-768.75,-733.573278400008,-730.6476644103725
"(2, 9)","(2, 1)",0.0,0.0,0.0,0.0
"(4, 2)","(1, 4)",-668.8118648670306,-665.9128838039269,-664.4519155457282,-762.75
"(4, 1)","(1, 4)",-666.9040263153258,-662.512333578941,-664.0807280608424,-664.4072559827225
"(4, 0)","(1, 4)",-664.107684869866,-663.5355267986168,-663.8692021500899,-662.9865614074245
"(3, 3)","(1, 4)",0.0,0.0,0.0,0.0
"(5, 10)","(4, 2)",-755.7853019804891,-801.024405718202,-892.5,-751.3366747760048
"(5, 9)","(2, 2)",0.0,0.0,0.0,0.0
"(5, 9)","(1, 1)",0.0,0.0,0.0,0.0
"(4, 9)","(2, 2)",0.0,0.0,0.0,0.0
"(1, 9)","(4, 2)",0.0,0.0,0.0,0.0
"(1, 9)","(4, 1)",0.0,0.0,0.0,0.0
"(1, 5)","(2, 4)",-644.560268685417,-641.1429167667059,-642.1602988567179,-761.25
"(0, 5)","(2, 4)",-641.8798001574029,-643.5888090869641,-646.5830554640943,-762.0
"(2, 5)","(2, 4)",-637.7871853790505,-636.0308149004591,-998.15625,-760.5
"(2, 3)","(3, 4)",0.0,0.0,0.0,0.0
"(0, 6)","(1, 2)",0.0,0.0,0.0,0.0
"(3, 2)","(1, 5)",-602.9142607400237,-599.9288130309897,-604.8436240120052,-762.0
"(3, 1)","(1, 5)",-603.5428535584365,-604.0230882441583,-602.3690933425245,-600.1200582173024
"(3, 0)","(1, 5)",-601.5398045581164,-606.0544063798984,-603.3860758400053,-602.6906034838399
"(5, 2)","(1, 4)",-667.2665003536697,-659.7346039145593,-662.5623301552599,-763.5
"(5, 1)","(1, 4)",-663.6925821403473,-660.9163731631147,-661.6119641342368,-660.523454651657
"(5, 0)","(1, 4)",-665.4656934872037,-661.6724955020882,-665.259256785345,-661.3800592582757
"(4, 3)","(1, 4)",0.0,0.0,0.0,0.0
"(0, 9)","(4, 2)",0.0,0.0,0.0,0.0
"(3, 12)","(4, 1)",0.0,0.0,0.0,0.0
"(2, 5)","(1, 3)",-717.4457382517963,-715.7485005051838,-717.2011579808661,-763.5
"(1, 6)","(1, 3)",0.0,0.0,0.0,0.0
"(4, 4)","(1, 5)",-602.1344265885821,-596.5357967691914,-762.75,-600.7026873322525
"(3, 3)","(1, 5)",0.0,0.0,0.0,0.0
"(3, 10)","(3, 1)",-749.8655695147781,-753.7570742125134,-751.1029288806832,-747.6484274318932
"(2, 10)","(3, 1)",-745.0387046867511,-746.7118028290963,-895.125,-749.2699494787578
"(1, 10)","(3, 1)",-736.7147736186096,-747.210690096218,-768.0,-737.376893561078
"(0, 10)","(3, 1)",-737.3866219656037,-738.2015344115256,-768.75,-735.0519466333064
"(4, 10)","(3, 1)",-749.4559416911901,-754.6858679273976,-767.25,-755.3123269568874
"(3, 11)","(3, 1)",-750.3938002628561,-751.7795812288105,-745.323530126235,-768.75
"(2, 11)","(3, 1)",-742.850307947657,-745.1102982232206,-751.2521265790928,-769.5
"(1, 11)","(3, 1)",-737.4155102771911,-743.2425600094286,-734.0411538893488,-734.530395192033
"(0, 11)","(3, 1)",-731.1263299997531,-729.503596686787,-738.1628674140726,-734.3677079744189
"(4, 11)","(3, 1)",-753.6262564961951,-756.973086799225,-751.8287400422332,-769.5
"(4, 9)","(1, 1)",0.0,0.0,0.0,0.0
"(3, 9)","(2, 2)",-765.75,-767.25,-739.9465496122609,-732.3539709631125
"(2, 9)","(2, 2)",0.0,0.0,0.0,0.0
"(1, 4)","(2, 5)",-302.939806045688,-299.9162884188487,-300.24823143673405,-293.75707976867045
"(0, 4)","(2, 5)",-306.1222789592847,-227.9152241977362,-302.3333642199874,-306.03910416715036
"(2, 4)","(2, 5)",-278.79692152376646,-306.8620480895757,-759.75,-505.5
"(1, 3)","(2, 5)",-301.71061364040924,-506.5,-301.66695648140524,-298.0498956188586
"(0, 3)","(2, 5)",-302.3902828139732,-299.61369533552715,-300.70711261541555,-305.2132357900264
"(2, 3)","(2, 5)",0.0,0.0,0.0,0.0
"(3, 4)","(1, 3)",-717.1386456108884,-712.3158059082496,-762.0,-711.290219035591
"(1, 6)","(1, 2)",0.0,0.0,0.0,0.0
"(5, 3)","(1, 4)",0.0,0.0,0.0,0.0
"(0, 9)","(4, 1)",0.0,0.0,0.0,0.0
"(4, 5)","(1, 5)",-597.4225149183192,-597.1433408737139,-599.8602663320273,-662.7735256425078
"(3, 6)","(1, 5)",0.0,0.0,0.0,0.0
"(3, 12)","(4, 2)",0.0,0.0,0.0,0.0
"(2, 5)","(1, 4)",-619.6173441514909,-621.2860888306963,-618.3506575830231,-762.0
"(3, 5)","(1, 2)",-757.4402687123403,-755.1713145801575,-752.1351714245006,-765.75
"(4, 4)","(1, 2)",-751.8227408543121,-750.9817157590339,-891.625,-753.2399689842049
"(3, 10)","(3, 2)",-739.3910204491083,-735.9607219279551,-736.8781266182784,-735.7798563187596
"(2, 10)","(3, 2)",-731.1675060657979,-730.4682189535606,-893.375,-733.2304690849987
"(1, 10)","(3, 2)",-723.3947719100222,-725.3382962794922,-766.5,-726.7219758405121
"(0, 10)","(3, 2)",-720.3073982412036,-719.5792838850507,-895.125,-725.0096471341917
"(4, 10)","(3, 2)",-732.5964112342137,-731.4273008431898,-765.75,-730.867134782719
"(3, 11)","(3, 2)",-729.6827328731368,-734.67963208796,-739.2370566312452,-767.25
"(2, 11)","(3, 2)",-727.2482685533992,-751.3750414835686,-730.993125172519,-768.0
"(1, 11)","(3, 2)",-726.1774568335783,-724.4538858936726,-725.7597757329247,-717.6621245433025
"(0, 11)","(3, 2)",-721.5727222805449,-721.8370696502548,-721.9463490052526,-724.4102303684058
"(4, 11)","(3, 2)",-735.5870590926177,-728.8368121053688,-730.5599907851022,-768.0
"(5, 5)","(1, 5)",-590.5860747234767,-590.7265039444119,-589.541538011822,-589.4878665706714
"(5, 4)","(1, 5)",-591.3402702985429,-595.4395607137849,-763.5,-593.4422144490227
"(4, 3)","(1, 5)",0.0,0.0,0.0,0.0
"(5, 10)","(3, 1)",-755.6895918988148,-754.7400280646934,-896.0,-759.9369147107975
"(3, 5)","(1, 3)",-716.914330731754,-711.9607449631795,-734.3421738946831,-764.25
